Year,Month,Model,Units_Sold,Price,Revenue,Dealer,Region,Fuel_Type,Transmission
2024,7,i3,22,40888.57,899548.54,Dealer_45,Europe,Petrol,Automatic
2020,4,Z4,21,49406.01,1037526.2100000001,Dealer_1,Africa,Diesel,Automatic
2012,11,7 Series,26,92981.65,2417522.9,Dealer_48,Asia,Petrol,Manual
2022,1,X6,17,77147.9,1311514.2999999998,Dealer_16,Europe,Diesel,Automatic
2015,5,3 Series,18,38986.22,701751.96,Dealer_35,North America,Hybrid,Automatic
2014,3,X3,21,54155.22,1137259.62,Dealer_36,Asia,Diesel,Manual
2012,12,X3,27,46722.97,1261520.19,Dealer_49,Asia,Petrol,Automatic
2017,7,X5,30,72180.26,2165407.8,Dealer_6,North America,Electric,Manual
2015,7,X3,18,43316.13,779690.34,Dealer_37,Asia,Petrol,Automatic
2017,6,X1,19,38020.47,722388.93,Dealer_40,Africa,Petrol,Manual
2017,1,X5,21,64565.4,1355873.4000000001,Dealer_41,Europe,Hybrid,Automatic
2011,11,M5,21,114143.06,2397004.26,Dealer_33,Europe,Electric,Manual
2020,2,3 Series,19,45901.85,872135.15,Dealer_21,Middle East,Hybrid,Automatic
2012,12,M3,16,75466.28,1207460.48,Dealer_12,North America,Diesel,Manual
2017,7,Z4,24,50724.07,1217377.68,Dealer_38,Africa,Electric,Manual
2022,3,M3,23,70286.46,1616588.58,Dealer_15,South America,Electric,Manual
2019,5,5 Series,22,63273.61,1392019.42,Dealer_41,South America,Diesel,Manual
2023,10,X1,21,39726.14,834248.94,Dealer_20,Europe,Hybrid,Manual
2014,1,X6,21,71917.44,1510266.24,Dealer_12,South America,Diesel,Automatic
2016,4,X1,24,39962.51,959100.24,Dealer_44,South America,Diesel,Manual
2014,4,i3,24,45507.51,1092180.24,Dealer_48,South America,Electric,Automatic
2024,10,X3,32,53735.83,1719546.56,Dealer_33,Middle East,Hybrid,Automatic
2012,5,X1,20,39138.31,782766.2,Dealer_12,Middle East,Diesel,Automatic
2015,1,i3,21,44131.35,926758.35,Dealer_22,North America,Hybrid,Manual
2022,9,M5,31,122957.73,3811689.63,Dealer_34,South America,Hybrid,Automatic
2024,8,M5,19,121767.31,2313578.89,Dealer_16,South America,Electric,Automatic
2014,6,X1,27,34888.52,941990.0399999999,Dealer_7,Middle East,Electric,Automatic
2010,5,i3,19,42182.11,801460.09,Dealer_36,South America,Diesel,Manual
2010,10,M3,20,70144.68,1402893.5999999999,Dealer_9,South America,Electric,Manual
2024,5,X3,21,53849.84,1130846.64,Dealer_40,Africa,Electric,Automatic
2018,7,X6,15,72449.45,1086741.75,Dealer_35,South America,Hybrid,Automatic
2010,7,Z4,20,46597.38,931947.6,Dealer_45,Africa,Petrol,Automatic
2019,1,5 Series,19,63463.61,1205808.59,Dealer_40,Middle East,Petrol,Manual
2010,4,i8,16,136949.82,2191197.12,Dealer_46,Middle East,Petrol,Automatic
2016,8,X5,21,66667.21,1400011.4100000001,Dealer_47,Asia,Petrol,Automatic
2011,9,Z4,27,52577.75,1419599.25,Dealer_2,Africa,Petrol,Automatic
2017,11,X3,29,46954.94,1361693.26,Dealer_47,Africa,Diesel,Manual
2014,12,X1,21,41681.4,875309.4,Dealer_24,South America,Electric,Automatic
2010,5,X5,14,73309.64,1026334.96,Dealer_2,Africa,Hybrid,Automatic
2016,12,M3,16,79610.74,1273771.84,Dealer_15,Middle East,Hybrid,Automatic
2010,3,Z4,28,56240.85,1574743.8,Dealer_17,Europe,Electric,Manual
2017,12,i8,24,150688.75,3616530.0,Dealer_22,Middle East,Petrol,Automatic
2010,3,X5,28,59586.09,1668410.52,Dealer_44,Europe,Hybrid,Automatic
2016,12,7 Series,23,95767.03,2202641.69,Dealer_20,South America,Petrol,Automatic
2022,4,i8,23,153166.65,3522832.9499999997,Dealer_37,Europe,Electric,Manual
2020,7,X1,28,34892.3,976984.4000000001,Dealer_23,Europe,Petrol,Manual
2010,2,7 Series,22,87701.51,1929433.22,Dealer_37,Middle East,Hybrid,Manual
2022,10,M5,29,101064.48,2930869.92,Dealer_49,Asia,Hybrid,Manual
2024,12,i3,17,46705.5,793993.5,Dealer_34,Middle East,Electric,Manual
2024,4,X6,25,69878.51,1746962.7499999998,Dealer_10,North America,Diesel,Automatic
2013,5,X3,17,52992.04,900864.68,Dealer_14,Africa,Hybrid,Automatic
2018,10,X6,26,78691.38,2045975.8800000001,Dealer_46,Europe,Diesel,Manual
2018,2,M5,28,124834.63,3495369.64,Dealer_13,Europe,Hybrid,Automatic
2020,7,5 Series,21,57366.83,1204703.43,Dealer_48,North America,Electric,Manual
2023,2,i3,20,44569.62,891392.4,Dealer_23,Middle East,Electric,Automatic
2012,11,X6,21,81694.04,1715574.8399999999,Dealer_25,Europe,Electric,Automatic
2018,6,Z4,18,45617.1,821107.7999999999,Dealer_40,South America,Electric,Automatic
2014,8,X5,22,70458.88,1550095.36,Dealer_44,Asia,Diesel,Automatic
2023,9,Z4,15,50014.23,750213.4500000001,Dealer_38,Asia,Diesel,Automatic
2021,8,X3,23,55845.76,1284452.48,Dealer_2,Europe,Electric,Automatic
2017,7,i8,21,145963.43,3065232.03,Dealer_2,Asia,Diesel,Manual
2023,8,X6,23,72812.16,1674679.6800000002,Dealer_6,Asia,Electric,Automatic
2013,5,5 Series,17,50754.52,862826.84,Dealer_49,Middle East,Diesel,Manual
2010,10,M3,22,64221.97,1412883.34,Dealer_3,Africa,Petrol,Automatic
2021,1,X6,23,70824.61,1628966.03,Dealer_23,Africa,Diesel,Manual
2021,5,Z4,24,48950.87,1174820.8800000001,Dealer_16,South America,Hybrid,Automatic
2015,4,X5,25,77099.71,1927492.7500000002,Dealer_13,Africa,Diesel,Automatic
2016,1,M5,17,116031.46,1972534.82,Dealer_43,North America,Petrol,Automatic
2017,1,M3,19,78474.11,1491008.09,Dealer_5,North America,Diesel,Automatic
2019,11,X5,26,74577.2,1939007.2,Dealer_5,North America,Electric,Automatic
2011,2,i8,22,130275.7,2866065.4,Dealer_21,South America,Diesel,Automatic
2022,5,X6,17,71954.09,1223219.53,Dealer_20,Africa,Hybrid,Automatic
2017,7,5 Series,24,57926.99,1390247.76,Dealer_49,Africa,Electric,Automatic
2020,1,X3,18,53575.88,964365.84,Dealer_47,South America,Electric,Automatic
2020,11,X6,18,74498.76,1340977.68,Dealer_10,Africa,Petrol,Automatic
2021,3,X5,18,66380.26,1194844.68,Dealer_39,South America,Hybrid,Manual
2018,11,M3,24,64423.79,1546170.96,Dealer_46,Europe,Diesel,Manual
2010,12,7 Series,14,91143.41,1276007.74,Dealer_12,Middle East,Electric,Automatic
2023,1,X5,14,63925.67,894959.38,Dealer_31,Africa,Diesel,Automatic
2012,3,5 Series,14,53680.72,751530.0800000001,Dealer_23,North America,Diesel,Manual
2018,7,X6,27,63676.86,1719275.22,Dealer_32,Asia,Electric,Manual
2013,9,M3,21,80598.18,1692561.7799999998,Dealer_17,Middle East,Hybrid,Manual
2014,8,X3,22,55652.31,1224350.8199999998,Dealer_9,North America,Diesel,Automatic
2019,5,X3,23,44684.81,1027750.6299999999,Dealer_48,Africa,Diesel,Manual
2022,9,i3,10,49209.39,492093.9,Dealer_23,North America,Electric,Automatic
2014,8,i3,15,44583.03,668745.45,Dealer_14,North America,Diesel,Automatic
2011,9,M5,22,100418.8,2209213.6,Dealer_10,Asia,Hybrid,Manual
2014,7,X5,29,68922.98,1998766.42,Dealer_6,Asia,Diesel,Automatic
2020,3,Z4,23,46783.91,1076029.9300000002,Dealer_36,South America,Hybrid,Automatic
2024,10,M3,25,64215.6,1605390.0,Dealer_37,South America,Hybrid,Manual
2024,3,i8,27,167126.66,4512419.82,Dealer_22,Asia,Petrol,Automatic
2017,6,M3,27,66734.1,1801820.7000000002,Dealer_35,Europe,Petrol,Manual
2014,9,M3,18,64925.7,1168662.5999999999,Dealer_46,North America,Petrol,Manual
2018,2,X3,25,55672.54,1391813.5,Dealer_13,Asia,Diesel,Manual
2014,3,5 Series,17,60870.77,1034803.09,Dealer_24,South America,Electric,Manual
2022,1,M3,22,78445.62,1725803.64,Dealer_7,Europe,Petrol,Automatic
2012,8,X1,21,34599.52,726589.9199999999,Dealer_6,Asia,Electric,Manual
2013,4,5 Series,28,54983.61,1539541.08,Dealer_42,Asia,Hybrid,Manual
2023,1,5 Series,20,54792.01,1095840.2,Dealer_3,Europe,Petrol,Automatic
2014,1,i3,21,46452.84,975509.6399999999,Dealer_6,Africa,Petrol,Manual
2019,12,X6,21,70571.81,1482008.01,Dealer_36,Asia,Hybrid,Automatic
2017,7,Z4,21,57591.15,1209414.1500000001,Dealer_28,Europe,Hybrid,Automatic
2024,5,5 Series,16,62420.91,998734.56,Dealer_48,Europe,Petrol,Manual
2016,10,M3,25,68604.91,1715122.75,Dealer_10,North America,Electric,Automatic
2020,2,M3,23,82264.58,1892085.34,Dealer_7,North America,Electric,Manual
2024,12,Z4,23,50736.68,1166943.64,Dealer_42,Middle East,Petrol,Manual
2010,12,Z4,19,52896.54,1005034.26,Dealer_9,Europe,Hybrid,Manual
2022,12,5 Series,23,56174.21,1292006.83,Dealer_10,Middle East,Diesel,Manual
2020,2,M5,16,120032.39,1920518.24,Dealer_23,Africa,Electric,Manual
2020,7,M3,23,74938.1,1723576.3,Dealer_25,Europe,Petrol,Manual
2020,5,i3,24,48234.63,1157631.1199999999,Dealer_46,North America,Petrol,Manual
2015,10,X1,17,32961.1,560338.7,Dealer_41,Africa,Hybrid,Automatic
2012,3,i8,21,152346.49,3199276.29,Dealer_4,Africa,Diesel,Manual
2012,1,3 Series,18,49898.06,898165.08,Dealer_43,Middle East,Hybrid,Automatic
2019,8,Z4,16,46932.27,750916.32,Dealer_13,South America,Electric,Manual
2012,10,X5,25,60223.26,1505581.5,Dealer_22,Europe,Petrol,Automatic
2020,9,M5,15,95226.64,1428399.6,Dealer_10,Africa,Electric,Manual
2022,7,3 Series,28,41429.26,1160019.28,Dealer_2,Europe,Diesel,Automatic
2010,7,X5,23,75020.37,1725468.5099999998,Dealer_31,Asia,Electric,Automatic
2021,10,X5,21,59312.33,1245558.93,Dealer_38,North America,Hybrid,Manual
2020,9,Z4,23,53766.35,1236626.05,Dealer_22,Middle East,Electric,Automatic
2013,1,5 Series,33,64359.57,2123865.81,Dealer_22,Africa,Hybrid,Automatic
2022,3,X1,24,36905.64,885735.36,Dealer_32,South America,Electric,Automatic
2015,7,Z4,16,59738.04,955808.64,Dealer_40,South America,Diesel,Manual
2013,7,M5,21,124707.92,2618866.32,Dealer_27,Africa,Diesel,Manual
2023,10,3 Series,27,48947.48,1321581.9600000002,Dealer_7,Africa,Diesel,Automatic
2010,5,i3,25,51714.56,1292864.0,Dealer_18,Africa,Electric,Manual
2022,10,M3,25,63323.9,1583097.5,Dealer_33,North America,Diesel,Automatic
2011,12,Z4,26,48845.26,1269976.76,Dealer_34,South America,Hybrid,Manual
2018,3,Z4,22,53543.07,1177947.54,Dealer_20,North America,Petrol,Automatic
2017,10,Z4,21,45716.69,960050.49,Dealer_24,Europe,Hybrid,Automatic
2012,9,X1,16,37679.5,602872.0,Dealer_6,Africa,Electric,Automatic
2013,11,3 Series,24,48132.93,1155190.32,Dealer_22,Africa,Diesel,Manual
2020,12,X6,30,73361.91,2200857.3000000003,Dealer_36,Asia,Electric,Automatic
2023,6,X6,22,77464.1,1704210.2000000002,Dealer_10,South America,Diesel,Automatic
2022,11,M5,27,111346.08,3006344.16,Dealer_12,Europe,Diesel,Manual
2022,2,i8,23,135170.02,3108910.46,Dealer_16,Asia,Diesel,Manual
2016,9,i8,26,140399.62,3650390.12,Dealer_35,Africa,Hybrid,Automatic
2017,7,M5,21,110099.09,2312080.89,Dealer_2,South America,Electric,Automatic
2015,9,X1,18,36536.12,657650.16,Dealer_18,Africa,Hybrid,Automatic
2023,10,i3,19,45018.76,855356.4400000001,Dealer_6,Europe,Hybrid,Manual
2011,8,X5,38,75995.85,2887842.3000000003,Dealer_44,Africa,Hybrid,Manual
2024,9,Z4,29,54339.79,1575853.91,Dealer_18,South America,Electric,Automatic
2011,11,5 Series,23,61144.94,1406333.62,Dealer_19,South America,Electric,Manual
2016,8,X5,19,73331.95,1393307.05,Dealer_48,Africa,Petrol,Automatic
2016,5,X5,20,62868.39,1257367.8,Dealer_40,Middle East,Hybrid,Automatic
2011,6,M5,14,108228.65,1515201.0999999999,Dealer_8,South America,Electric,Automatic
2018,10,X6,20,67989.24,1359784.8,Dealer_47,North America,Petrol,Manual
2015,12,i8,23,160363.41,3688358.43,Dealer_4,North America,Electric,Manual
2023,1,5 Series,21,62016.92,1302355.32,Dealer_21,South America,Electric,Manual
2012,5,7 Series,18,79719.44,1434949.92,Dealer_18,South America,Diesel,Automatic
2022,11,M3,27,66515.25,1795911.75,Dealer_25,Middle East,Petrol,Automatic
2016,11,Z4,28,45739.72,1280712.1600000001,Dealer_6,Africa,Petrol,Automatic
2010,4,X1,18,41054.89,738988.02,Dealer_36,North America,Petrol,Automatic
2023,4,i3,28,50594.64,1416649.92,Dealer_24,South America,Electric,Automatic
2021,8,5 Series,28,64820.97,1814987.1600000001,Dealer_21,Asia,Hybrid,Automatic
2024,1,X5,31,63278.44,1961631.6400000001,Dealer_10,Middle East,Petrol,Automatic
2017,5,Z4,24,57370.43,1376890.32,Dealer_26,Africa,Diesel,Automatic
2012,1,M5,21,104981.88,2204619.48,Dealer_14,Middle East,Hybrid,Manual
2011,10,Z4,24,47297.36,1135136.6400000001,Dealer_34,Asia,Electric,Automatic
2021,11,M5,22,99337.26,2185419.7199999997,Dealer_33,Asia,Petrol,Manual
2011,6,X5,32,72591.77,2322936.64,Dealer_42,Africa,Diesel,Manual
2023,1,M5,17,110159.51,1872711.67,Dealer_22,Asia,Diesel,Manual
2024,3,X6,20,66830.25,1336605.0,Dealer_17,Europe,Hybrid,Automatic
2017,11,i8,21,137213.79,2881489.5900000003,Dealer_48,Middle East,Petrol,Automatic
2018,10,3 Series,24,48272.99,1158551.76,Dealer_22,North America,Petrol,Manual
2017,8,X5,14,65721.34,920098.76,Dealer_10,South America,Hybrid,Automatic
2011,5,M3,16,79395.8,1270332.8,Dealer_22,Europe,Petrol,Automatic
2024,5,M3,17,74371.45,1264314.65,Dealer_34,Africa,Diesel,Automatic
2020,10,i3,19,44173.53,839297.07,Dealer_29,Middle East,Hybrid,Automatic
2022,6,M3,15,81855.7,1227835.5,Dealer_31,North America,Hybrid,Automatic
2014,12,M3,15,68529.8,1027947.0,Dealer_46,Europe,Hybrid,Manual
2022,7,i8,28,145771.53,4081602.84,Dealer_32,North America,Hybrid,Automatic
2022,10,7 Series,21,100744.11,2115626.31,Dealer_47,North America,Hybrid,Manual
2017,7,Z4,21,48614.86,1020912.06,Dealer_8,Asia,Diesel,Automatic
2019,8,i3,22,42187.36,928121.92,Dealer_4,Africa,Petrol,Manual
2011,6,M5,20,102446.23,2048924.5999999999,Dealer_30,Europe,Hybrid,Automatic
2013,11,5 Series,25,63007.68,1575192.0,Dealer_43,Asia,Electric,Manual
2012,6,X5,14,67631.82,946845.4800000001,Dealer_33,Asia,Electric,Automatic
2011,4,X5,26,63772.09,1658074.3399999999,Dealer_47,Africa,Electric,Automatic
2011,7,i8,22,139809.56,3075810.32,Dealer_42,Asia,Electric,Manual
2019,11,X5,19,61457.15,1167685.85,Dealer_10,South America,Hybrid,Automatic
2015,9,3 Series,21,48308.27,1014473.6699999999,Dealer_44,Africa,Hybrid,Automatic
2021,10,X3,16,55193.25,883092.0,Dealer_24,South America,Petrol,Automatic
2016,1,7 Series,25,96579.08,2414477.0,Dealer_34,Asia,Petrol,Manual
2016,3,X1,28,33740.75,944741.0,Dealer_48,Africa,Hybrid,Automatic
2010,5,3 Series,27,43659.18,1178797.86,Dealer_17,Middle East,Electric,Manual
2014,12,i3,23,49537.45,1139361.3499999999,Dealer_32,Africa,Diesel,Automatic
2011,9,X5,21,72416.07,1520737.4700000002,Dealer_37,Asia,Petrol,Manual
2017,5,X5,21,72420.75,1520835.75,Dealer_26,North America,Petrol,Automatic
2010,4,M3,16,80317.56,1285080.96,Dealer_7,North America,Petrol,Automatic
2015,10,M5,16,95484.05,1527744.8,Dealer_3,North America,Electric,Manual
2016,8,M3,35,79602.13,2786074.5500000003,Dealer_18,South America,Petrol,Automatic
2018,7,Z4,18,53960.74,971293.32,Dealer_34,Asia,Hybrid,Manual
2016,12,7 Series,22,79300.97,1744621.34,Dealer_24,South America,Diesel,Automatic
2017,7,M5,25,102374.58,2559364.5,Dealer_13,Middle East,Electric,Manual
2015,11,X5,17,72213.0,1227621.0,Dealer_39,Middle East,Petrol,Automatic
2010,8,7 Series,24,79887.41,1917297.84,Dealer_35,Europe,Hybrid,Manual
2013,4,X5,20,74495.32,1489906.4000000001,Dealer_49,Europe,Petrol,Manual
2014,4,3 Series,16,45405.37,726485.92,Dealer_20,Europe,Electric,Automatic
2019,4,X6,22,71508.96,1573197.12,Dealer_44,Europe,Hybrid,Automatic
2021,12,M3,19,71694.97,1362204.43,Dealer_50,North America,Hybrid,Manual
2013,12,M5,16,94846.62,1517545.92,Dealer_4,Middle East,Diesel,Automatic
2022,11,X6,23,80713.1,1856401.3,Dealer_36,Europe,Electric,Manual
2018,3,X5,28,62038.76,1737085.28,Dealer_43,Middle East,Diesel,Automatic
2022,10,X3,18,53388.6,960994.7999999999,Dealer_5,Europe,Electric,Automatic
2019,2,5 Series,20,62869.09,1257381.7999999998,Dealer_44,Europe,Diesel,Manual
2011,5,M5,24,115216.76,2765202.2399999998,Dealer_21,Europe,Electric,Manual
2024,2,M3,18,73273.87,1318929.66,Dealer_42,South America,Diesel,Automatic
2022,10,X3,20,48878.13,977562.6,Dealer_49,Asia,Electric,Automatic
2020,11,X3,26,48636.61,1264551.86,Dealer_24,Africa,Diesel,Manual
2015,11,X5,17,63963.2,1087374.4,Dealer_5,North America,Petrol,Automatic
2011,4,X6,21,82348.69,1729322.49,Dealer_13,South America,Petrol,Automatic
2012,1,X1,16,37302.48,596839.68,Dealer_42,Africa,Petrol,Manual
2017,12,X6,20,73772.81,1475456.2,Dealer_50,North America,Hybrid,Automatic
2011,5,X6,25,77085.97,1927149.25,Dealer_11,North America,Petrol,Automatic
2020,9,X1,22,33582.43,738813.46,Dealer_21,Asia,Petrol,Manual
2011,3,i3,25,42781.28,1069532.0,Dealer_14,Middle East,Petrol,Manual
2010,9,i3,24,52359.07,1256617.68,Dealer_26,Asia,Electric,Automatic
2010,12,M3,18,63221.91,1137994.3800000001,Dealer_27,Africa,Electric,Automatic
2011,9,X1,21,39642.54,832493.34,Dealer_25,Europe,Hybrid,Manual
2017,7,M5,17,109707.58,1865028.86,Dealer_5,Africa,Electric,Manual
2011,8,7 Series,25,77565.81,1939145.25,Dealer_35,South America,Electric,Manual
2020,5,5 Series,23,57766.56,1328630.88,Dealer_37,Europe,Petrol,Manual
2024,11,7 Series,17,86371.63,1468317.71,Dealer_20,Africa,Hybrid,Automatic
2014,10,X6,17,72812.63,1237814.71,Dealer_7,South America,Petrol,Automatic
2010,6,Z4,22,58593.11,1289048.42,Dealer_49,Europe,Petrol,Automatic
2022,5,M3,21,63697.0,1337637.0,Dealer_37,Africa,Electric,Manual
2013,5,7 Series,18,85075.47,1531358.46,Dealer_43,North America,Electric,Manual
2011,9,5 Series,9,61666.98,555002.8200000001,Dealer_24,South America,Petrol,Manual
2016,9,7 Series,24,91279.22,2190701.2800000003,Dealer_30,North America,Electric,Automatic
2012,2,X5,25,76484.33,1912108.25,Dealer_5,South America,Diesel,Automatic
2021,3,X5,20,77075.71,1541514.2000000002,Dealer_26,North America,Diesel,Manual
2011,7,M3,24,78434.38,1882425.12,Dealer_49,North America,Electric,Automatic
2022,5,i8,15,126439.51,1896592.65,Dealer_39,Europe,Diesel,Automatic
2018,4,i8,19,160757.36,3054389.84,Dealer_13,Africa,Petrol,Manual
2016,6,i3,23,43730.73,1005806.79,Dealer_21,North America,Electric,Automatic
2015,5,X6,23,75052.11,1726198.53,Dealer_50,Africa,Hybrid,Manual
2010,3,Z4,24,46222.31,1109335.44,Dealer_4,North America,Diesel,Manual
2013,2,M3,21,69938.8,1468714.8,Dealer_33,Africa,Electric,Manual
2024,4,X5,27,74256.51,2004925.7699999998,Dealer_39,Middle East,Petrol,Automatic
2024,8,5 Series,20,63640.83,1272816.6,Dealer_45,North America,Diesel,Manual
2015,7,i8,22,144979.85,3189556.7,Dealer_4,South America,Hybrid,Manual
2012,5,Z4,28,50729.8,1420434.4000000001,Dealer_22,North America,Electric,Automatic
2018,4,M5,24,114382.7,2745184.8,Dealer_38,Asia,Diesel,Manual
2017,7,i8,31,136872.44,4243045.64,Dealer_49,South America,Electric,Automatic
2017,8,M5,22,108220.87,2380859.1399999997,Dealer_4,North America,Electric,Automatic
2013,5,X5,19,76863.98,1460415.6199999999,Dealer_42,Africa,Electric,Manual
2023,2,M5,22,118520.59,2607452.98,Dealer_49,Europe,Petrol,Manual
2013,3,X3,14,51554.08,721757.12,Dealer_27,Africa,Electric,Automatic
2024,8,X3,24,57521.45,1380514.7999999998,Dealer_22,North America,Petrol,Automatic
2018,5,i8,28,162068.98,4537931.44,Dealer_38,Asia,Electric,Manual
2023,2,i8,18,129894.65,2338103.6999999997,Dealer_23,Middle East,Petrol,Automatic
2023,5,7 Series,20,88833.04,1776660.7999999998,Dealer_30,South America,Hybrid,Automatic
2022,8,X6,22,80471.06,1770363.3199999998,Dealer_7,North America,Petrol,Automatic
2019,8,X6,24,69440.14,1666563.3599999999,Dealer_29,Asia,Hybrid,Automatic
2016,6,i3,14,42523.08,595323.12,Dealer_37,Middle East,Diesel,Manual
2016,11,M3,26,67411.85,1752708.1,Dealer_33,Asia,Hybrid,Manual
2022,4,M3,29,63218.75,1833343.75,Dealer_33,Asia,Electric,Automatic
2021,7,3 Series,23,48419.92,1113658.16,Dealer_25,Africa,Diesel,Automatic
2011,4,i8,18,131553.1,2367955.8000000003,Dealer_27,South America,Electric,Manual
2019,8,i3,15,52520.0,787800.0,Dealer_29,South America,Hybrid,Automatic
2010,11,X1,21,37479.78,787075.38,Dealer_27,Europe,Electric,Manual
2017,8,M3,21,66858.49,1404028.29,Dealer_48,Middle East,Petrol,Manual
2010,8,X1,25,41877.74,1046943.5,Dealer_8,Europe,Electric,Manual
2012,11,3 Series,25,42926.52,1073163.0,Dealer_42,Europe,Hybrid,Manual
2012,4,X1,20,38686.31,773726.2,Dealer_50,Europe,Petrol,Manual
2013,10,M3,22,82510.55,1815232.1,Dealer_17,Asia,Electric,Manual
2022,7,Z4,14,58343.95,816815.2999999999,Dealer_25,South America,Hybrid,Manual
2020,1,X6,16,75851.41,1213622.56,Dealer_42,Europe,Diesel,Automatic
2017,9,X6,20,69785.49,1395709.8,Dealer_9,South America,Hybrid,Manual
2012,9,X5,23,63227.58,1454234.34,Dealer_46,North America,Petrol,Automatic
2023,5,X3,21,50847.3,1067793.3,Dealer_36,Asia,Hybrid,Automatic
2022,6,X1,15,32619.66,489294.9,Dealer_38,Africa,Petrol,Automatic
2012,6,X5,19,77280.17,1468323.23,Dealer_10,South America,Petrol,Automatic
2013,8,X6,29,78962.79,2289920.9099999997,Dealer_20,Europe,Hybrid,Automatic
2022,1,i3,15,48021.27,720319.0499999999,Dealer_28,South America,Electric,Automatic
2010,11,7 Series,19,77572.1,1473869.9000000001,Dealer_47,South America,Diesel,Manual
2011,4,5 Series,22,64631.38,1421890.3599999999,Dealer_3,North America,Hybrid,Automatic
2016,4,M3,26,79289.4,2061524.4,Dealer_43,Europe,Electric,Automatic
2012,9,i3,17,43240.27,735084.59,Dealer_45,North America,Hybrid,Manual
2022,5,M3,22,70608.15,1553379.2999999998,Dealer_27,Europe,Petrol,Automatic
2024,11,M3,17,71238.34,1211051.78,Dealer_20,North America,Electric,Manual
2013,4,7 Series,20,90318.5,1806370.0,Dealer_33,North America,Electric,Manual
2010,6,5 Series,24,61076.13,1465827.1199999999,Dealer_12,South America,Electric,Automatic
2015,11,5 Series,22,51976.04,1143472.8800000001,Dealer_2,Europe,Diesel,Manual
2011,12,i3,21,45371.51,952801.7100000001,Dealer_24,Asia,Petrol,Automatic
2014,9,i3,17,48863.44,830678.48,Dealer_43,Africa,Petrol,Manual
2023,5,X6,27,71716.1,1936334.7000000002,Dealer_30,Asia,Petrol,Manual
2015,3,X6,26,77299.86,2009796.36,Dealer_37,Middle East,Hybrid,Automatic
2012,1,X1,19,40611.07,771610.33,Dealer_26,North America,Electric,Automatic
2014,12,i8,20,165144.19,3302883.8,Dealer_13,Europe,Petrol,Automatic
2018,8,7 Series,20,99503.22,1990064.4,Dealer_45,South America,Diesel,Automatic
2018,12,M5,21,94829.67,1991423.07,Dealer_4,North America,Hybrid,Automatic
2017,10,7 Series,27,82342.56,2223249.12,Dealer_26,Middle East,Petrol,Automatic
2021,11,i8,22,140374.11,3088230.42,Dealer_46,North America,Electric,Manual
2011,6,3 Series,24,46901.82,1125643.68,Dealer_37,Middle East,Electric,Automatic
2020,3,3 Series,28,45579.56,1276227.68,Dealer_23,North America,Diesel,Manual
2011,9,7 Series,17,90517.57,1538798.6900000002,Dealer_47,Asia,Diesel,Manual
2013,12,7 Series,27,101223.05,2733022.35,Dealer_29,North America,Hybrid,Manual
2022,8,M3,16,70149.78,1122396.48,Dealer_11,South America,Petrol,Automatic
2018,11,X5,17,76332.47,1297651.99,Dealer_8,North America,Electric,Manual
2022,10,M5,20,108474.4,2169488.0,Dealer_19,South America,Diesel,Manual
2024,8,X5,20,74694.55,1493891.0,Dealer_30,Asia,Petrol,Automatic
2024,3,X3,25,51282.55,1282063.75,Dealer_30,Europe,Electric,Manual
2016,3,X5,24,70225.16,1685403.84,Dealer_34,South America,Diesel,Manual
2012,5,M5,31,112615.8,3491089.8000000003,Dealer_31,Africa,Electric,Manual
2022,11,X6,27,77873.88,2102594.7600000002,Dealer_30,Middle East,Diesel,Automatic
2014,4,M5,24,104130.07,2499121.68,Dealer_41,Asia,Hybrid,Automatic
2018,8,7 Series,16,91891.83,1470269.28,Dealer_25,Asia,Electric,Manual
2015,7,Z4,14,57771.14,808795.96,Dealer_15,South America,Petrol,Manual
2019,10,3 Series,23,47412.53,1090488.19,Dealer_15,Asia,Petrol,Automatic
2012,5,i3,23,48345.96,1111957.08,Dealer_27,North America,Petrol,Manual
2019,5,3 Series,22,45377.73,998310.06,Dealer_27,Africa,Hybrid,Automatic
2013,8,X6,30,65676.34,1970290.2,Dealer_11,Middle East,Electric,Manual
2012,6,X3,35,51752.15,1811325.25,Dealer_3,Europe,Electric,Manual
2010,10,5 Series,18,61344.23,1104196.1400000001,Dealer_18,Africa,Petrol,Manual
2020,6,7 Series,23,88402.4,2033255.2,Dealer_7,Africa,Petrol,Automatic
2012,3,X6,21,69525.52,1460035.9200000002,Dealer_5,Asia,Electric,Automatic
2016,10,3 Series,24,48872.91,1172949.84,Dealer_41,North America,Hybrid,Manual
2024,10,X1,19,33782.99,641876.8099999999,Dealer_22,South America,Hybrid,Automatic
2022,5,7 Series,16,80526.82,1288429.12,Dealer_35,Africa,Diesel,Automatic
2019,7,M5,19,107586.31,2044139.89,Dealer_45,Middle East,Electric,Manual
2015,4,M3,25,63417.46,1585436.5,Dealer_11,Europe,Electric,Manual
2021,5,i3,19,50336.02,956384.3799999999,Dealer_16,Middle East,Hybrid,Manual
2010,12,X1,25,33004.12,825103.0000000001,Dealer_37,North America,Petrol,Manual
2016,5,i3,17,45988.82,781809.94,Dealer_42,Asia,Hybrid,Manual
2017,9,i3,16,43867.16,701874.56,Dealer_48,Africa,Hybrid,Automatic
2014,11,3 Series,17,46801.42,795624.14,Dealer_19,Europe,Diesel,Manual
2016,10,i3,20,48582.33,971646.6000000001,Dealer_47,Africa,Petrol,Automatic
